Nummer;Suchwort;Satzart;Kategorie;SymbolNummer;KategorieLangtext;ProgrammName;FixedFont;Format;Maske;ZielTabelle;ZielSatzart;Passwortschutz;Position;Geschützt;MeineAuswahl;MandantAnlage;UserAnlage;DatumAnlage;MandantGeändert;UserGeändert;DatumÄnderung;Farbe;KBTextFarbig;Befehl;DateiÄnderbar;Gruppe;FreigabeStatus;GruppeEmpfang;Basisdokumentation;CodeSatzart;FreigabeListeVerwenden;HintergrundFarbe;FreigabeListeStatus;ScheinBezug;ScheinBezugAenderbar
104;BrilleOBJ;47001;BWOBJ;0;Objektive Refraktion;;1;@Spähre_Rechts @Zylinder_Rechts / @Achse_Rechts = @Visus_Rechts  @Spähre_Links @Zylinder_Links / @Achse_Links = @Visus_Links;;;0;0;0;1;1;8888;8888;2005-01-12 00:00:00.000;8888;8888;2005-01-12 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
105;BrilleSCH;47002;BWSCH;0;Scheitelbrechwerte;;1;@Spähre_Fern_Rechts @Zylinder_Fern_Rechts / @Achse_Fern_Rechts = @Visus_Fern_Rechts  @Sphäre_Fern_Links @Zylinder_Fern_Links / @Achse_Fern_Links = @Visus_Fern_Links  ;;;0;0;0;1;1;8888;8888;2005-01-12 00:00:00.000;8888;8888;2005-01-12 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
106;BrilleSUB;47003;BWSUB;0;Subjektive Refraktion;;1;@Spähre_Fern_Rechts @Zylinder_Fern_Rechts / @Achse_Fern_Rechts = @Visus_Fern_Rechts  @Sphäre_Fern_Links @Zylinder_Fern_Links / @Achse_Fern_Links = @Visus_Fern_Links  ;;;0;0;0;1;1;8888;8888;2005-01-12 00:00:00.000;8888;8888;2005-01-12 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
107;BrilleKON;47004;BWKON;0;Kontaktlinsenwerte;;1;@Sphäre_Rechts @Zylinder_Rechts / @Achse_Rechts = @Visus_Rechts  @Sphäre_Links @Zylinder_Links / @Achse_Links = @Visus_Links;;;0;0;0;1;1;8888;8888;2005-01-12 00:00:00.000;8888;8888;2005-01-12 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
108;Behandlungszeit;1050;BZEIT;0;Behandlungszeit;;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
109;AAKKS;1700;AAKKS;0;Abrechnungsschein AAK;;0;;;SCHEIN;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
110;AOPLQ;70000;AOPLQ;0;Rechnung Ambulantes Operieren;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
111;DCDMPASTH;48100;DCDMP;0;Dokumentation Asthma;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;1;3;2005-05-25 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
112;DCDMPCOPD;48120;DCDMP;0;Dokumentation COPD;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;1;3;2005-05-25 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
113;THALES;45500;CSD;0;Biometriedaten CSD Patienten Langzeitstudie;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
114;AOPS;70100;AOPS;0;Gutschrift/Storno zu Rechnung Ambulantes Operieren;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
115;AOPFS;70200;AOPFS;0;Fallstorno Ambulantes Operieren;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
116;DCDMPSAKHK;48140;DCDMP;0;Dokumentation KHK Strukturierter Arztbrief;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
117;PRS;20200;PRLQS;0;Storno zu Privatrechnung;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
124;FINFO;49914;FINFO;0;Fremd Info;;0;;;;0;0;12;0;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;6;0;;0;0;-1;0;1
125;FLAB;49913;FLAB;0;Fremdlabor!;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;8;0;8;0;;0;0;-1;0;0
126;FL;49912;FL;0;Fremd Ziffer;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;7;0;7;0;;0;0;-1;0;0
127;FISF;49915;FISF;0;Fremd IsyForm Formular;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
128;FObjekte;49916;FOBJ;0;Fremd Objekt;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
129;FBilder;49917;FBILD;0;Fremd Bild;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
130;FBriefe;49918;FBRIEF;0;Fremdbrief;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
131;PROCAM;48160;PROCAM;0;PROCAM-Risikoberechnung;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
132;DCDMPTEDMP;48180;DCDMP;0;Teilnahmeerklärung DMP;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
133;FAM;49902;FAM;0;Fremd abgesetztes Medikament;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;5;0;5;0;;0;0;-1;0;0
134;FDM;49901;FDM;0;Fremd Dauermedikament;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;5;0;0;0;;0;0;-1;0;0
135;FDDiagnose;49919;FDD;0;Fremd Dauerdiagnose;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;4;0;4;0;;0;0;-1;0;0
136;PacsOrder;42100;KIS;0;KIS-Eintrag;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
137;LABELE;9501;LABELE;0;Eigenlabor erfasst!;;0;;;;0;0;0;1;1;0;0;2006-12-20 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;8;0;0;0;;0;0;-1;0;0
138;LABBEF;9502;LABBEF;0;Laborbefund vorhanden;;0;;;;0;0;0;1;1;0;0;2006-12-20 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;8;0;0;0;;0;0;-1;0;0
139;VODOKU;4350;VODOKU;0;VerordnungsDokumentation;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
140;IMPFDOC;51000;IMPDOC;0;Impf-doc;;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
141;CXIN;52000;CXIN;0;Comdox Briefeingang;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
142;CXOUT;52001;CXOUT;0;Comdox Briefausgang;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
143;SOKS;1800;SOKS;0;Sonstiger Abrechnungsschein;;0;;;SCHEIN;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
144;SOLQ;20300;SOLQ;0;Sonstige Rechnung;;0;;;KRABLPROGS;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
147;PaedDenv;53000;DENV;0;Pädiatrie Denver Test;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
148;PaedHellb;53010;HELLB;0;Pädiatrie Hellbrügge Test;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
149;PaedVors;53020;VORS;0;Pädiatrie Vorsorge;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
150;PaedPerz;53030;PERZ;0;Pädiatrie Perzentilen;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
151;IVMAIB;48500;IVM;0;AOK/IKK Brandenburg;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
152;IVMASN;48520;IVM;0;AOK Sachsen;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
153;IVMKVH;48540;IVM;0;KV Hessen;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
154;IVMKVNO;48560;IVM;0;KV Nordrhein Ersatzkassen;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
155;IVMQP;48580;IVM;0;QP Mein Arzt Mein Vertrauen;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
156;IVMNOP;48600;IVM;0;KV Nordrhein Primärkassen;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
157;IVMSVD;48620;IVM;0;Stiftung VorsorgeDatenbank;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
158;GrünesRezept;2010;GR;0;GrünesRezept-Formular;;0;Langtext1(Med.:  )  Menge1( Menge: )  Dosierung1( Dos.: )  Langtext2(, Med: )  Menge2( Menge: )  Dosierung2( Dos.: )  Langtext3(, Med.:  )  Menge3( Menge: )  Dosierung3( Dos.: )  Langtext4(, Med: )  Menge4( Menge: )  Dosierung4( Dos.: )  Langtext5(, Med.:  )  Menge5( Menge: )  Dosierung5( Dos.: )  Langtext6(, Med: )  Menge6( Menge: )  Dosierung6( Dos.: );Langtext1 Menge1 Dosierung1 Langtext2 Menge2 Dosierung2 Langtext3 Menge3 Dosierung3 Langtext4 Menge4 Dosierung4 Langtext5 Menge5 Dosierung5 Langtext6 Menge6 Dosierung6;KRABLFORMULAR;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;1;0
159;SOLQS;20400;SOLQS;0;Storno zu Sonstige Rechnung;;0;;;KRABLPROGS;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
160;IVMAOKBY;48640;IVM;0;AOK Bayern;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
161;IVMAOKBW;48660;IVM;0;AOK Baden-Württemberg;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
162;IVMHO;48680;IVM;0;IV Homöopathie;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
163;IVMCAOKBY;48700;IVM;0;Cordiva - AOK Bayern / Patientenhilfe;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
164;IVMCAOKB;48720;IVM;0;Cordiva - AOK Berlin / Patientenhilfe;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
165;IVMKBKKH;48740;IVM;0;Kids BKK Hessen;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
166;IVMKBKKBW;48760;IVM;0;Kids BKK Baden-Württemberg;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
167;IVMOST;48780;IVM;0;Osteoporose;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
168;IVMHVGB;48800;IVM;0;HÄVG Barmer;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
169;IVMHVGAOK;48820;IVM;0;HÄVG AOK Baden-Württemberg;@AO IVMPORTAL;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
170;XOLAIR;54010;PATSCR;0;Patienenscreening;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
171;DCDMPTEDMPI;48200;DCDMP;0;indikationsübergreifende Teilnahmeerklärung;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
172;DCDMPEHKS;48220;DCDMP;0;Früherkennung Hautkrebs;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
173;DCDMPZ01;48240;DCDMP;0;Früherkennung Zervix-Zytologie;@AO DCDMP;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
174;ISYDOKUMA;71000;MAKRO;0;Workflow;;0;;;;0;0;1000;0;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;1
175;ABKLQ;70300;ABKLQ;0;Rechnung §116b;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
176;ABKS;70400;ABKS;0;Gutschrift/Storno zu §116b;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
177;ABKFS;70500;ABKFS;0;Fallstorno §116b;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
178;LAN;9600;LAN;0;Laborauftrag;;0;;;;0;0;51;1;1;0;0;1899-12-30 00:00:00.000;1;3;31.01.2011 14:19;0;0;;0;0;0;0;0;;0;0;-1;1;0
179;HeilRezSSST;2090;R;0;Rezept für Stimm und Sprachtherapie;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
180;PIALQ;70600;PIALQ;0;Rechnung §118;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
181;PIAS;70700;PIAS;0;Gutschrift/Storno zu §118;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
182;PIAFS;70800;PIAFS;0;Fallstorno §118;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
183;SPZLQ;71100;SPZLQ;0;Rechnung §119;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
184;SPZS;71200;SPZS;0;Gutschrift/Storno zu §119;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
185;SPZFS;71300;SPZFS;0;Fallstorno §119;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
186;SMS;9700;SMS;0;SMS;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
187;DIKT;12100;DIKT;0;Diktat;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
188;TMDATE;36000;TMDATE;0;x.time;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
189;LINO;71400;LINO;0;Archilino;@ao Archilino;0;;;KRABLMEMO;0;0;168;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
190;MEBEFL;71500;MEBEFL;0;medesso Befundbrief Labor;;0;;;;0;0;169;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
191;VERT;71600;VERT;0;Verträge;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
192;Vertragsformular;2750;VF;0;Vertragsformular;;0;KurzBezeichnung()  Kurzinfo();KurzBezeichnung Kurzinfo;KRABLFORMULAR;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
193;LEI;3600;LEI;0;Leistungsschlüssel AAK;;0;;;;0;0;170;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
194;HeilRezFremd;2095;R;0;Fremd Heilmittel Rezept;;0;;;;0;0;281;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
195;XECON;37000;XECON;0;x.E-ConsentPro (classic);;0;;;;0;0;171;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
196;KVCAA;38000;KVCAA;0;KV-Connect eArztbrief Ausgang;;0;;;;0;0;172;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
197;XPAT;39000;XPAT;0;x.patient;;0;;;;0;0;200;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
202;XPATC;39100;XPATC;0;x.patient Chat;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
203;XPATFR;39200;XPATFR;0;x.patient Folgerezeptanforderung;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
204;XPATMP;39300;XPATMP;0;x.patient Medikationsplan;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
205;XPATMW;39400;XPATMW;0;x.patient Messwerte;;1;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
206;KVCAE;38010;KVCAE;0;KV-Connect eArztbrief Eingang;;0;;;;0;0;172;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
207;DMP;72000;DMP;0;DMP Dokumentation;;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
208;DMPTE;72010;DMPTE;0;DMP Teilnahmeerklärung;;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
209;MHILF;4360;MHILF;0;Medikationshilfe;;0;;;;0;0;184;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
210;EKOLO;72100;EKOLO;0;Koloskopie Dokumentation;;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
211;KVCAEA;38020;KVCAEA;0;KV-Connect eArztbrief Eingang Anhang;;0;;;;0;0;172;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
212;EHKS;72110;EHKS;0;eHautkrebs-Screening Dokumentation;;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;1;0
213;XPATFD;39500;XPATFD;0;x.patient Fremddaten;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
214;ARRIBA;73000;ARRIBA;0;arriba / arriba aok bw Risikorechner;;0;;;KRABLMEMO;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
215;XIMPF;51100;XIMPF;0;x.impfen;;0;;;KRABLMEMO;0;0;0;1;1;0;0;2017-10-05 00:00:00.000;0;0;05.10.2017 12:52;0;0;;0;0;0;0;0;;0;0;-1;0;0
216;MBZLQ;74100;MBZLQ;0;Rechnung §119c;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
217;MBZS;74200;MBZS;0;Gutschrift/Storno zu §119c;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
218;MBZFS;74300;MBZFS;0;Fallstorno §119c;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
219;HSALQ;74400;HSALQ;0;Rechnung §117;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
220;HSAS;74500;HSAS;0;Gutschrift/Storno zu §117;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
221;HSAFS;74600;HSAFS;0;Fallstorno §117;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;0;0;0;0;;0;0;-1;0;0
222;VertragsformS3C;2755;VF;0;Vertragsformular S3C;;0;;;;0;0;0;1;1;0;0;1899-12-30 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;0;0
223;TRezept;2020;TR;0;T-Rezept-Formular;;0;Langtext1()  Menge1(, Anz.: )  Dosierung1( Dos.: )  Langtext2();Langtext1 Menge1 Dosierung1 Langtext2;KRABLFORMULAR;0;0;0;1;1;0;0;1900-01-01 00:00:00.000;0;0;1899-12-30 00:00:00.000;0;0;;0;6;0;0;0;;0;0;-1;1;0
